Gene_id	Transcript_id	p.values	adj.p.values	Max_Gene_Tr.p.val	Max_Gene_Tr.Adj.p.val	Mean s1	Mean s2	SD s1	SD s2
ENSG00000182899.17	ENST00000439255.1	0.324855265347153	0.999998773676707	0.324855265347153	0.999998773676707	0.00544166550449175	0.0015902814680059	0.0030715512897645	0.00130066861680061
ENSG00000197563.11	ENST00000592803.2	0.35282468522996	0.999998773676707	0.35282468522996	0.999998773676707	0.0274747251820114	0.0138483989777916	0.0119302950742029	0.00896261814657336
ENSG00000128708.13	ENST00000457761.6	0.415491819023912	0.999998773676707	0.415491819023912	0.999998773676707	0.00977477704256464	0.0167316821727631	0.00668854739715414	0.00600332933667205
ENSG00000197563.11	ENST00000590948.5	0.421784594754611	0.999998773676707	0.421784594754611	0.999998773676707	0.00372427430586192	0.000827582198260901	0.002669508445108	0.000844662975442919
ENSG00000132780.17	ENST00000529333.5	0.455015884942075	0.999998773676707	0.455015884942075	0.999998773676707	0.000333177507797381	0.00166165983213439	0.000238777348228328	0.00130525090785026
ENSG00000113360.16	ENST00000512076.1	0.461972653340855	0.999998773676707	0.461972653340855	0.999998773676707	0.0256991434020731	0.0389428239094059	0.00931751250346292	0.0139435313713568
ENSG00000132780.17	ENST00000437901.6	0.462570668304404	0.999998773676707	0.462570668304404	0.999998773676707	0.00289943111319301	0.000766314599462601	0.00219830669254361	0.000512313905341604
ENSG00000197563.11	ENST00000638424.1	0.469754486316638	0.999998773676707	0.469754486316638	0.999998773676707	0.000352431843588165	0.00114818575457692	0.000469665016702119	0.000803429090255039
ENSG00000197563.11	ENST00000639174.1	0.48099406725776	0.999998773676707	0.48099406725776	0.999998773676707	4.98673591289661e-05	0.000505838966926225	4.35678088253735e-05	0.000434244135489061
ENSG00000197563.11	ENST00000638435.1	0.485685713011083	0.999998773676707	0.485685713011083	0.999998773676707	0.00469634533755001	0.000604396132980672	0.00387876035663756	0.00048892443953944
ENSG00000132780.17	ENST00000531532.5	0.518366027170261	0.999998773676707	0.518366027170261	0.999998773676707	0.000946733958694718	0.00291625792834427	0.000942749676538852	0.00222769514167639
ENSG00000197563.11	ENST00000588748.5	0.53380403650359	0.999998773676707	0.53380403650359	0.999998773676707	0.00747615254557932	0.0206308541760371	0.00823686212942842	0.0147235474858817
ENSG00000197563.11	ENST00000638329.1	0.545126056139796	0.999998773676707	0.545126056139796	0.999998773676707	0.0221188868151723	0.017127817190209	0.0063103795356292	0.00521740180365802
ENSG00000113360.16	ENST00000505601.5	0.553327019767683	0.999998773676707	0.553327019767683	0.999998773676707	0.000245862633478448	0.00538395747339875	0.000445899777264326	0.00533505873926026
ENSG00000197563.11	ENST00000587134.6	0.571133104878618	0.999998773676707	0.571133104878618	0.999998773676707	0.00383871032361853	0.00114314389691679	0.00316669204581806	0.0012174238669832
ENSG00000113360.16	ENST00000512885.1	0.575236811239484	0.999998773676707	0.575236811239484	0.999998773676707	0.0298172758762529	0.0469499192666178	0.0125146417918373	0.0214715980449054
ENSG00000273136.7	ENST00000611702.4	0.578772077985574	0.999998773676707	0.578772077985574	0.999998773676707	0.00126904246863326	0.00426600283641545	0.00108432974052662	0.00362198863463214
ENSG00000197563.11	ENST00000638904.1	0.592015432350591	0.999998773676707	0.592015432350591	0.999998773676707	0.000136643689242175	0.000455761064611173	0.000231741212511652	0.000416731363253907
ENSG00000197563.11	ENST00000638858.1	0.595801791156762	0.999998773676707	0.595801791156762	0.999998773676707	8.90374905280563e-05	0.00055217240152393	8.28796905619365e-05	0.000533291035967122
ENSG00000132780.17	ENST00000528238.5	0.600070408519124	0.999998773676707	0.600070408519124	0.999998773676707	0.000250487804253174	0.00266938445358204	0.000359014907949524	0.00295393436442269
ENSG00000182899.17	ENST00000642387.1	0.612951181229992	0.999998773676707	0.612951181229992	0.999998773676707	0.00103007822852286	0.00186847169335311	0.000875202035121376	0.00121720227542587
ENSG00000197563.11	ENST00000638167.1	0.618788583094038	0.999998773676707	0.618788583094038	0.999998773676707	0.00134444571417107	0.000452896144714028	0.00129856549585814	0.000726801816323046
ENSG00000128708.13	ENST00000460481.1	0.618881900808936	0.999998773676707	0.618881900808936	0.999998773676707	0.0183086492411224	0.0073356648497841	0.0145634816188624	0.00645484872312505
ENSG00000197563.11	ENST00000639491.1	0.620427554961605	0.999998773676707	0.620427554961605	0.999998773676707	0.0261792932724826	0.0216536594149538	0.00719824221758469	0.00655089148035324
ENSG00000197563.11	ENST00000639342.1	0.645516207627392	0.999998773676707	0.645516207627392	0.999998773676707	0.00062857385003301	0.00157730861032996	0.000422264405905568	0.00152060831279946
ENSG00000113360.16	ENST00000511778.5	0.646364964902623	0.999998773676707	0.646364964902623	0.999998773676707	0.00101224181688613	0.000539400908727502	0.000794130002531613	0.000762268226806693
ENSG00000273136.7	ENST00000609741.2	0.6549588673462	0.999998773676707	0.6549588673462	0.999998773676707	0.000121128928610244	0.0079224933393733	0.000315360790159673	0.00997054115675304
ENSG00000132780.17	ENST00000481782.1	0.673323694752467	0.999998773676707	0.673323694752467	0.999998773676707	0.0433209647719932	0.0398143676324896	0.00566264382497254	0.00750188047928003
ENSG00000197563.11	ENST00000589720.6	0.675526260671394	0.999998773676707	0.675526260671394	0.999998773676707	0.00103161512116546	0.000649842276894798	0.000632500147765567	0.000572352650284113
ENSG00000132780.17	ENST00000534101.1	0.698430834760902	0.999998773676707	0.698430834760902	0.999998773676707	0.00150281121094996	0.00294426437856715	0.00155294464982081	0.00239328489204478
ENSG00000197563.11	ENST00000640145.1	0.699143934238813	0.999998773676707	0.699143934238813	0.999998773676707	0.0125527476007986	0.000406878177517541	0.0160465609883722	0.00030838246739807
ENSG00000197563.11	ENST00000585923.6	0.704366158930999	0.999998773676707	0.704366158930999	0.999998773676707	0.0082236127440409	0.003357624518998	0.00786400921475684	0.00411294369314148
ENSG00000197563.11	ENST00000587942.1	0.707335485205963	0.999998773676707	0.707335485205963	0.999998773676707	9.87627942135226e-05	0.000245731434915833	0.000104254487635823	0.000238907228094207
ENSG00000197563.11	ENST00000585344.6	0.715154267931753	0.999998773676707	0.715154267931753	0.999998773676707	0.00110550012723422	0.00504299951095649	0.00171776684005839	0.00604932021751161
ENSG00000197563.11	ENST00000591238.6	0.718416842804655	0.999998773676707	0.718416842804655	0.999998773676707	0.00245240608679069	0.000286036940550146	0.00312198470666183	0.000394596462515577
ENSG00000124151.19	ENST00000372004.7	0.720576679106339	0.999998773676707	0.720576679106339	0.999998773676707	0.00535165522866947	0.0107020770018675	0.0130803348587663	0.0111730987741559
ENSG00000197563.11	ENST00000640682.1	0.722244484002007	0.999998773676707	0.722244484002007	0.999998773676707	0.000462221789640264	0.000622736179528636	0.000594321507399539	0.000407711144666759
ENSG00000113360.16	ENST00000442743.5	0.725443210439842	0.999998773676707	0.725443210439842	0.999998773676707	0.00517709240242364	0.0078432140780655	0.00741871744818145	0.00661542451765657
ENSG00000197563.11	ENST00000639600.1	0.737412649999221	0.999998773676707	0.737412649999221	0.999998773676707	0.000264559066491963	0.000803055538738726	0.000236836216907605	0.000825383231522776
ENSG00000132780.17	ENST00000534450.1	0.741490712856441	0.999998773676707	0.741490712856441	0.999998773676707	0.0280931255324918	0.023665820886671	0.0104865878497216	0.0120564874365352
ENSG00000197563.11	ENST00000639902.1	0.750129752360066	0.999998773676707	0.750129752360066	0.999998773676707	0.000492550449333745	0.000168047973710897	0.000548635370379124	0.000136320351655222
ENSG00000113360.16	ENST00000512124.6	0.750845938907275	0.999998773676707	0.750845938907275	0.999998773676707	0.0003174708980828	0.00496820372519673	0.000765797451425925	0.00717904557965238
ENSG00000064102.15	ENST00000537336.1	0.758100928926864	0.999998773676707	0.758100928926864	0.999998773676707	0.104370590187632	0.0940508762496599	0.0204045775358827	0.0180727123696659
ENSG00000182899.17	ENST00000474640.1	0.761148093806793	0.999998773676707	0.761148093806793	0.999998773676707	0.000473172862291866	0.000192675825143196	0.000479620205851238	0.000218712659409505
ENSG00000197563.11	ENST00000640252.2	0.762349922567917	0.999998773676707	0.762349922567917	0.999998773676707	8.87621081803674e-05	0.000153776882587991	0.000101219989120888	0.000129414893011509
ENSG00000064102.15	ENST00000538748.1	0.765856156373767	0.999998773676707	0.765856156373767	0.999998773676707	0.000640920777203974	0.00308883843452334	0.00107060820822869	0.00392946340563208
ENSG00000064102.15	ENST00000536232.1	0.775572415441889	0.999998773676707	0.775572415441889	0.999998773676707	0.000335471117875573	0.00131711049059568	0.000838858472278351	0.00176718067315531
ENSG00000132780.17	ENST00000527470.5	0.77710568945077	0.999998773676707	0.77710568945077	0.999998773676707	0.00196306671000505	0.00350175127898862	0.00183842659775086	0.0030765139686596
ENSG00000197563.11	ENST00000589339.6	0.778854473770289	0.999998773676707	0.778854473770289	0.999998773676707	0.000395949120875395	0.00157664883579171	0.000838155353514818	0.00211562128850281
ENSG00000197563.11	ENST00000640268.1	0.781355280276597	0.999998773676707	0.781355280276597	0.999998773676707	0.000316413898228694	0.000750433823771672	0.00032232925305594	0.00075856073186597
ENSG00000197563.11	ENST00000639758.1	0.785495706133889	0.999998773676707	0.785495706133889	0.999998773676707	0.00920078032090705	0.00148989778638113	0.0115733655706608	0.00179112926285551
ENSG00000113360.16	ENST00000509608.1	0.791316913444616	0.999998773676707	0.791316913444616	0.999998773676707	0.0025993235772758	0.00412867328890608	0.00390719344552389	0.00402601856381682
ENSG00000132780.17	ENST00000525515.5	0.791485141406192	0.999998773676707	0.791485141406192	0.999998773676707	0.00110465137422852	0.00336005005719008	0.00122677377353237	0.00375637638935815
ENSG00000113360.16	ENST00000510375.5	0.804020072345331	0.999998773676707	0.804020072345331	0.999998773676707	0.00252031267558209	0.00129342752034342	0.0028691206455954	0.00160574417852657
ENSG00000132780.17	ENST00000528084.5	0.822859007193347	0.999998773676707	0.822859007193347	0.999998773676707	0.0124831215653209	0.0148185910648578	0.0063204400555507	0.00767849196939122
ENSG00000064102.15	ENST00000538727.5	0.826343440151242	0.999998773676707	0.826343440151242	0.999998773676707	0.000211845670154027	0.000702337414225265	0.000984098392607894	0.000988011094857808
ENSG00000132780.17	ENST00000372052.8	0.830102713988777	0.999998773676707	0.830102713988777	0.999998773676707	0.000695158396342734	0.00172359171786842	0.000937150664459916	0.00207230133565401
ENSG00000197563.11	ENST00000589414.6	0.833537266249303	0.999998773676707	0.833537266249303	0.999998773676707	0.000782212726302925	0.000659234600304601	0.000599663607328328	0.000866950873573741
ENSG00000197563.11	ENST00000590765.5	0.833803930056074	0.999998773676707	0.833803930056074	0.999998773676707	0.00190919424363264	0.00235940523729662	0.00210629734295282	0.00186867293228596
ENSG00000197563.11	ENST00000638936.1	0.834250221916274	0.999998773676707	0.834250221916274	0.999998773676707	0.000228910992650272	0.000774634732722761	0.000462852365757967	0.00107810370169881
ENSG00000064102.15	ENST00000544548.5	0.836663939901442	0.999998773676707	0.836663939901442	0.999998773676707	0.00029522614576783	0.000620513977622801	0.000630814341150723	0.00089428392908029
ENSG00000128708.13	ENST00000392584.2	0.841838815049817	0.999998773676707	0.841838815049817	0.999998773676707	0.00045852477665031	0.000200315042158242	0.000602596147327507	0.000272640980043056
ENSG00000197563.11	ENST00000639912.1	0.851913970133086	0.999998773676707	0.851913970133086	0.999998773676707	0.000273504812969646	0.000217227910028633	0.000256774631467809	0.000262994389186635
ENSG00000132780.17	ENST00000527932.1	0.858046857548471	0.999998773676707	0.858046857548471	0.999998773676707	0.000617268041656611	0.00196113442504719	0.000572334152830744	0.00250557060209452
ENSG00000113360.16	ENST00000514927.6	0.86626388491918	0.999998773676707	0.86626388491918	0.999998773676707	0.000696913192313278	0.00490170872847336	0.0008067077501703	0.00769696267030785
ENSG00000113360.16	ENST00000510178.1	0.868943834670355	0.999998773676707	0.868943834670355	0.999998773676707	0.00178240989807982	0.00409602493994298	0.00220931943500459	0.00510325426473825
ENSG00000132780.17	ENST00000629893.1	0.880924471226171	0.999998773676707	0.880924471226171	0.999998773676707	0.00547294093676269	0.0108064934306541	0.00654507448006916	0.0126289587603366
ENSG00000113360.16	ENST00000512166.2	0.883203096049244	0.999998773676707	0.883203096049244	0.999998773676707	0.00452617837652445	0.0110052324987344	0.00549080775675215	0.0158337175026312
ENSG00000197563.11	ENST00000640704.1	0.885304158501139	0.999998773676707	0.885304158501139	0.999998773676707	0.000430857634884249	0.000340508273913256	0.000475007644061187	0.000384751687921866
ENSG00000139200.13	ENST00000536467.1	0.890015530757972	0.999998773676707	0.890015530757972	0.999998773676707	0.00299806569724785	0.0126607781739918	0.0104850385738455	0.0214246783155609
ENSG00000113360.16	ENST00000504361.1	0.895287085051335	0.999998773676707	0.895287085051335	0.999998773676707	0.00132744936039574	0.0032773785251004	0.00210561956786452	0.00497112376232251
ENSG00000197563.11	ENST00000585458.2	0.896810511254711	0.999998773676707	0.896810511254711	0.999998773676707	0.000300230855039844	0.000351628773392275	0.00050922188255222	0.000374505668984667
ENSG00000113360.16	ENST00000511803.1	0.897093479677668	0.999998773676707	0.897093479677668	0.999998773676707	0.00102940124760617	0.00172686076705179	0.000800316717676293	0.00274946322845966
ENSG00000113360.16	ENST00000512302.1	0.905729286859712	0.999998773676707	0.905729286859712	0.999998773676707	0.0747585185354819	0.0828214440295529	0.016338785861158	0.0274693630505539
ENSG00000113360.16	ENST00000509067.1	0.905750608001435	0.999998773676707	0.905750608001435	0.999998773676707	0.000505638587454861	0.000687721994715756	0.00157688275092836	0.000794762938884825
ENSG00000113360.16	ENST00000507438.5	0.923606796519413	0.999998773676707	0.923606796519413	0.999998773676707	0.00133531415001999	0.00100391963270268	0.00326646700718957	0.00130038163888709
ENSG00000132780.17	ENST00000531612.5	0.925206390072991	0.999998773676707	0.925206390072991	0.999998773676707	0.000762152880566532	0.000842354783550815	0.00111635221196974	0.001092442170171
ENSG00000273136.7	ENST00000620612.5	0.926062573682722	0.999998773676707	0.926062573682722	0.999998773676707	0.000133705905343687	0.00406505750003426	0.000407043341290321	0.00856513158268291
ENSG00000139200.13	ENST00000545917.5	0.926648944103345	0.999998773676707	0.926648944103345	0.999998773676707	0.00172688705769256	0.00275648946826983	0.00560455227907103	0.00499677772574474
ENSG00000132780.17	ENST00000472408.1	0.927304777529492	0.999998773676707	0.927304777529492	0.999998773676707	0.000937581369360776	0.000707131875051563	0.000845157640985892	0.000502134572427127
ENSG00000132780.17	ENST00000470768.5	0.927437250160421	0.999998773676707	0.927437250160421	0.999998773676707	0.0226405321837288	0.0218462114901698	0.00790840947954728	0.00951675522158008
ENSG00000197563.11	ENST00000640593.1	0.930459297849319	0.999998773676707	0.930459297849319	0.999998773676707	0.000342459546362986	0.000176457991900618	0.00045731492957026	0.000297105842421947
ENSG00000064102.15	ENST00000538016.1	0.932301322945833	0.999998773676707	0.932301322945833	0.999998773676707	0.00510818232955438	0.000565372318905198	0.00969942888016271	0.00120417503362339
ENSG00000113360.16	ENST00000344624.7	0.934359130699209	0.999998773676707	0.934359130699209	0.999998773676707	0.00609590375179053	0.00861408391775656	0.00479942310285325	0.014035075040622
ENSG00000132780.17	ENST00000527359.5	0.9390273886277	0.999998773676707	0.9390273886277	0.999998773676707	0.000884582200933275	0.00112005064370797	0.00118709272929337	0.00160948209357848
ENSG00000197563.11	ENST00000585926.5	0.943122598929012	0.999998773676707	0.943122598929012	0.999998773676707	0.00392650591270636	0.00215149047234996	0.00461952747222967	0.00186603820159285
ENSG00000182899.17	ENST00000329092.12	0.943282191149738	0.999998773676707	0.943282191149738	0.999998773676707	0.000366191114060424	0.000471140485558833	0.00035713596259865	0.000484428872300602
ENSG00000197563.11	ENST00000640050.1	0.945563487779053	0.999998773676707	0.945563487779053	0.999998773676707	0.00304993971484778	0.00186489013582212	0.00376474821700122	0.00212879328475947
ENSG00000273136.7	ENST00000617913.4	0.946166046535523	0.999998773676707	0.946166046535523	0.999998773676707	0.00883488797189261	0.00808829729352977	0.0117701331914153	0.014735185554382
ENSG00000132780.17	ENST00000537798.5	0.946601003155324	0.999998773676707	0.946601003155324	0.999998773676707	0.00069344883998778	0.000748926054654313	0.000763148413795724	0.000759554110578557
ENSG00000139200.13	ENST00000542740.1	0.949616076710992	0.999998773676707	0.949616076710992	0.999998773676707	0.0018653492226023	0.00185259538926437	0.00423162401136572	0.00403728690462921
ENSG00000197563.11	ENST00000638977.1	0.953057510044494	0.999998773676707	0.953057510044494	0.999998773676707	0.000314268500697885	0.00106332357779308	0.000226567595458736	0.00159969429056936
ENSG00000124151.19	ENST00000490248.1	0.960489338335536	0.999998773676707	0.960489338335536	0.999998773676707	0.0147148032746494	0.00309384054071025	0.0315560389486124	0.00773328128137
ENSG00000113360.16	ENST00000507174.1	0.962185965007811	0.999998773676707	0.962185965007811	0.999998773676707	0.000609839194991887	0.00282847636789133	0.000659955820375569	0.00471648791548046
ENSG00000132780.17	ENST00000437362.6	0.962219735598923	0.999998773676707	0.962219735598923	0.999998773676707	0.00149239440448974	0.00190950135553277	0.00243364952715911	0.00343698748578842
ENSG00000197563.11	ENST00000639214.1	0.972781414672025	0.999998773676707	0.972781414672025	0.999998773676707	0.000370449958345542	0.000480952763923786	0.000405370481641604	0.000568534383436828
ENSG00000064102.15	ENST00000542392.4	0.975005292146372	0.999998773676707	0.975005292146372	0.999998773676707	0.00179464185190602	0.00171365122042316	0.00363139865937841	0.00320828106157931
ENSG00000124151.19	ENST00000497292.1	0.975511879398964	0.999998773676707	0.975511879398964	0.999998773676707	0.00165223723447996	0.000702891527995468	0.00407053516844004	0.00152709779406317
ENSG00000273136.7	ENST00000652763.1	0.975937290489296	0.999998773676707	0.975937290489296	0.999998773676707	0.000243889424805265	0.000485855874153689	0.000395183036355333	0.00104725430075214
ENSG00000273136.7	ENST00000611287.4	0.979838325019878	0.999998773676707	0.979838325019878	0.999998773676707	0.000197483746263936	0.00043150918763429	0.000413623370126475	0.00102175172812255
ENSG00000182899.17	ENST00000496582.5	0.981217181125957	0.999998773676707	0.981217181125957	0.999998773676707	0.00025639357116609	0.000255489928549885	0.000293949943636021	0.000313736884909325
ENSG00000128708.13	ENST00000494601.5	0.981562822851546	0.999998773676707	0.981562822851546	0.999998773676707	0.00388085768974843	0.00339021719005376	0.00285842634269646	0.00166736038694944
ENSG00000197563.11	ENST00000640170.1	0.985871969737245	0.999998773676707	0.985871969737245	0.999998773676707	0.00165542000397073	0.00187127985085911	0.00151743640931357	0.00183946955601956
ENSG00000273136.7	ENST00000619748.4	0.987485114723812	0.999998773676707	0.987485114723812	0.999998773676707	0.00159798904228236	0.00508675074112098	0.00280527687093329	0.0101858649605323
ENSG00000197563.11	ENST00000639372.1	0.991001178798847	0.999998773676707	0.991001178798847	0.999998773676707	4.24416907503378e-05	7.26580542619425e-05	5.05879734895431e-05	9.60010632085512e-05
ENSG00000197563.11	ENST00000639681.1	0.991789791403071	0.999998773676707	0.991789791403071	0.999998773676707	0.000586924122722983	0.000462778560548734	0.000682941420104069	0.000469055359755536
ENSG00000132780.17	ENST00000464190.6	0.99249635002574	0.999998773676707	0.99249635002574	0.999998773676707	0.0814197461601913	0.0833777924849928	0.02058512055394	0.025192196640022
ENSG00000113360.16	ENST00000504133.5	0.99474573189166	0.999998773676707	0.99474573189166	0.999998773676707	0.00421561761992654	0.00439467252774837	0.00445188666078028	0.00563066762779711
ENSG00000182899.17	ENST00000442341.5	0.996278224575502	0.999998773676707	0.996278224575502	0.999998773676707	0.000345334564132444	0.000387926854088283	0.000361275752061929	0.000474488711284553
ENSG00000197563.11	ENST00000640248.1	0.998501286900976	0.999998773676707	0.998501286900976	0.999998773676707	0.0067858693919343	0.00586209073261663	0.00750464839429515	0.0047420041274643
ENSG00000168591.16	ENST00000592825.1	5.68108893261865e-11	7.3154810576793e-09	0.324043830740306	5.04592765581595e-08	0.118478177921467	0.324043830740306	0.0186868575998734	0.0252134135656861
ENSG00000168591.16	ENST00000319511.6	8.42536661771476e-06	0.000804199320061189	0.260013939014774	0.000804199320061189	0.260013939014774	0.119007715163795	0.0268456552292088	0.0162275206057597
ENSG00000168591.16	ENST00000357984.7	0.0484009321749901	0.999998773676707	0.128486327828861	0.999998773676707	0.128486327828861	0.0688009562776908	0.024854665937516	0.0159168753751034
ENSG00000168591.16	ENST00000589856.1	0.20757657234898	0.999998773676707	0.20757657234898	0.999998773676707	0.0271525867583755	0.0165102935258624	0.00675006744567953	0.00457956689869845
ENSG00000168591.16	ENST00000587630.1	0.390664148830335	0.999998773676707	0.390664148830335	0.999998773676707	0.0164506502559931	0.00896447832843013	0.00691989345234444	0.00456487863168381
ENSG00000168591.16	ENST00000588413.5	0.678938305553381	0.999998773676707	0.678938305553381	0.999998773676707	0.0248353699707934	0.0214668731340956	0.00600537006447183	0.00530992702878243
ENSG00000168591.16	ENST00000589785.1	0.756086647894451	0.999998773676707	0.756086647894451	0.999998773676707	0.0550419371433877	0.060565452337822	0.0155880413218551	0.0125700796557175
ENSG00000168591.16	ENST00000446571.7	0.797026695155292	0.999998773676707	0.797026695155292	0.999998773676707	0.0311710865525883	0.028233855645329	0.00825379409957318	0.00687931843514619
ENSG00000168591.16	ENST00000538716.7	0.801153639507295	0.999998773676707	0.801153639507295	0.999998773676707	0.329190435734819	0.344931656000548	0.0456984868843189	0.0381804484525947
ENSG00000168591.16	ENST00000589184.5	0.902824187302413	0.999998773676707	0.902824187302413	0.999998773676707	0.00119612418947174	0.000485258661307733	0.00180525218014013	0.000803293924794052
ENSG00000168591.16	ENST00000587775.1	0.917440851471863	0.999998773676707	0.917440851471863	0.999998773676707	0.000289569513562046	0.000291360905237032	0.000463679370914482	0.000354585210795838
ENSG00000168591.16	ENST00000587172.1	0.967626286659994	0.999998773676707	0.967626286659994	0.999998773676707	0.00404619759675615	0.00398727344149427	0.0084972687233373	0.00681058352858014
ENSG00000168591.16	ENST00000587989.1	0.969152106033225	0.999998773676707	0.969152106033225	0.999998773676707	0.00131943395629105	0.00100362355255798	0.00263605453537791	0.00207316118897341
ENSG00000168591.16	ENST00000587326.1	0.978244586372887	0.999998773676707	0.978244586372887	0.999998773676707	0.000417787681167367	0.000618159409384735	0.000797901237296397	0.00113816076271385
ENSG00000168591.16	ENST00000590235.5	0.979681044898057	0.999998773676707	0.979681044898057	0.999998773676707	0.0019103758816934	0.00108921287613966	0.00337956376663573	0.00172851057235633
